BBFF2AAA0A3A1A26,electric_bike,02/02/2021 15:48,02/02/2021 16:03,KA1504000140,17660,10721
030723CBA8CF05E7,classic_bike,23/02/2021 07:44,23/02/2021 07:48,TA1305000032,15542,13281
7DF4C2D21E1DDD46,classic_bike,09/02/2021 14:00,09/02/2021 14:30,525,605,39717
2C4AF52044E874FC,electric_bike,26/02/2021 18:16,26/02/2021 18:27,TA1306000012,SL-007,39561
6E944BAF2AB37023,classic_bike,24/02/2021 17:09,24/02/2021 17:38,525,TA1307000144,22386
3CDFBD181A0EDB00,classic_bike,23/02/2021 11:28,23/02/2021 11:32,KA1503000044,TA1307000151,9130
96F92F578CD76F59,classic_bike,27/02/2021 13:32,27/02/2021 13:32,637,637,9578
42B25557198348CC,classic_bike,23/02/2021 16:05,23/02/2021 16:20,13133,13133,44811
AD6C500EEAD6B929,classic_bike,27/02/2021 16:14,27/02/2021 16:59,SL-005,SL-005,5515
3158E663B4F160EB,classic_bike,27/02/2021 15:38,27/02/2021 15:38,13235,13235,2437
78849DFCC4D4B7A0,classic_bike,28/02/2021 13:31,28/02/2021 14:47,13235,13235,18861
1F3946A6B0E9AC91,classic_bike,01/02/2021 15:08,01/02/2021 15:08,TA1307000139,TA1307000139,42244
F6ABBD3E1BDA78A6,classic_bike,11/02/2021 11:46,11/02/2021 11:46,TA1307000139,TA1307000139,53164
D5171DFF5A12AD19,classic_bike,02/02/2021 17:27,02/02/2021 17:28,TA1307000139,TA1307000139,62292
BFFC6C2C4695FF77,classic_bike,13/02/2021 11:33,13/02/2021 11:44,KA1503000012,13303,50851
C92659AC52A6ED41,classic_bike,23/02/2021 08:40,23/02/2021 08:43,525,KA1504000175,35044
1912C41A49F978E3,classic_bike,10/02/2021 12:43,10/02/2021 13:18,TA1305000009,TA1309000025,36091
BDC123B6A30860A1,classic_bike,27/02/2021 12:47,27/02/2021 13:09,TA1306000012,632,16670
E02AEC4FFF8DF297,classic_bike,13/02/2021 17:12,13/02/2021 17:38,525,523,33490
E5C4460CD39EAD34,electric_bike,24/02/2021 11:05,24/02/2021 11:21,13276,TA1306000009,26823
0CD1F34E95496D3B,classic_bike,26/02/2021 17:25,26/02/2021 17:40,TA1307000107,TA1309000026,24457
BC260AB096E30CB7,docked_bike,23/02/2021 18:21,23/02/2021 18:42,13276,13276,50322
F0C6DBAE926D2E27,classic_bike,04/02/2021 16:23,04/02/2021 16:29,13193,TA1307000142,34451
E3D38203A2D907DB,classic_bike,08/02/2021 16:54,08/02/2021 17:00,KA1503000072,TA1306000015,75943
5C25026CC6C966D6,classic_bike,02/02/2021 17:28,02/02/2021 17:35,KA1503000072,TA1306000015,19230
8EAB72F3A0BD2139,classic_bike,05/02/2021 13:44,05/02/2021 13:50,KA1503000072,TA1306000015,36994
8560483D60948267,classic_bike,28/02/2021 12:12,28/02/2021 12:26,TA1307000166,TA1306000012,2731
EFE823EAA736823F,classic_bike,24/02/2021 15:50,24/02/2021 16:00,13285,13353,30607
DE5CBAC199FDC636,electric_bike,24/02/2021 19:39,24/02/2021 19:47,TA1306000016,13071,68863
6E345271C931DB4E,classic_bike,12/02/2021 20:12,12/02/2021 20:18,13303,KA1503000041,63336
C677AC23AA4E1BAA,classic_bike,24/02/2021 07:57,24/02/2021 08:03,KA1503000012,TA1305000011,39053
C3DFA10982F8D4B5,classic_bike,27/02/2021 16:03,27/02/2021 17:02,KA1503000012,TA1307000111,50472
B85742F1D28F6179,electric_bike,02/02/2021 06:13,02/02/2021 06:22,TA1305000032,15534,8460
89D1C7D9A2BC2BBA,electric_bike,26/02/2021 06:12,26/02/2021 06:20,TA1305000032,15534,74834
F75CCD879A9219BC,classic_bike,27/02/2021 17:44,27/02/2021 18:11,TA1305000032,TA1307000039,13017
1074229378EF6D33,classic_bike,24/02/2021 10:36,24/02/2021 11:10,15575,15575,26954
710CF541AD1AABA3,electric_bike,03/02/2021 18:36,03/02/2021 18:45,623,13263,70413
530CA5B59EA471B0,classic_bike,27/02/2021 16:41,27/02/2021 17:16,TA1309000050,13156,43132
6CF613521CA96CDE,classic_bike,22/02/2021 16:51,22/02/2021 17:02,TA1305000032,13427,66335
790D32CB7348D195,classic_bike,03/02/2021 17:19,03/02/2021 17:30,TA1305000032,13427,18091
46D7B56E473BF3F8,classic_bike,24/02/2021 17:23,24/02/2021 17:36,13285,13156,16840
AD148B0B6252DEA6,classic_bike,28/02/2021 14:21,28/02/2021 14:28,15445,TA1309000055,23296
F04E48B71443A99F,classic_bike,03/02/2021 16:38,03/02/2021 16:49,13164,13156,32466
CE45E063516267CA,classic_bike,15/02/2021 14:17,15/02/2021 14:30,13164,13156,17867
86D40C2390267476,classic_bike,13/02/2021 10:19,13/02/2021 10:34,13164,13156,62337
9BE50F5B6230626C,classic_bike,19/02/2021 17:11,19/02/2021 17:24,TA1307000151,13156,5551
78E784C65E813B9B,classic_bike,25/02/2021 17:44,25/02/2021 17:54,TA1307000151,13156,75305
9D886BEBC47524E5,classic_bike,27/02/2021 13:46,27/02/2021 13:49,13158,13156,50780
2CD4CDCC4F422BAB,classic_bike,24/02/2021 18:13,24/02/2021 18:36,13150,13156,43658
A0B6978147D0DFFB,electric_bike,26/02/2021 17:14,26/02/2021 17:27,TA1308000036,TA1309000055,55183
2C6C66D034BE3917,classic_bike,26/02/2021 17:15,26/02/2021 17:27,TA1308000036,TA1309000055,52942
FF6E17F980F18343,classic_bike,24/02/2021 17:38,24/02/2021 17:43,TA1308000013,TA1309000055,51019
1696534FDFD15485,classic_bike,24/02/2021 11:38,24/02/2021 11:54,TA1306000013,13156,12297
898872C246156E5A,classic_bike,23/02/2021 15:37,23/02/2021 16:01,13061,13156,23265
F323BF5C69DF04FA,classic_bike,27/02/2021 14:45,27/02/2021 14:58,TA1307000048,TA1309000055,36135
2544729C9DB4C814,classic_bike,03/02/2021 19:42,03/02/2021 19:48,TA1308000045,TA1309000055,57488
9080B3186E8CDDB9,classic_bike,27/02/2021 16:03,27/02/2021 16:06,13206,13156,73117
5E8BA137EA1376BC,classic_bike,26/02/2021 20:19,26/02/2021 20:24,13156,13156,23924
62442EF00C994013,classic_bike,26/02/2021 09:00,26/02/2021 09:06,13156,13156,5698
87F1AF4D19CA8F42,classic_bike,03/02/2021 07:48,03/02/2021 07:53,TA1306000015,13156,34385
AFA0D5E6BCCB4364,classic_bike,27/02/2021 09:42,27/02/2021 10:05,13058,13156,13758
11C6310ED2FD0CE9,classic_bike,22/02/2021 16:37,22/02/2021 16:43,TA1309000008,13156,3864
2F06F65EABD17D7E,classic_bike,11/02/2021 17:36,11/02/2021 17:44,TA1309000008,13156,71782
6A5BDE2561AC7246,electric_bike,24/02/2021 16:41,24/02/2021 16:47,TA1309000008,13156,57764
6252E65D43D61414,classic_bike,08/02/2021 17:42,08/02/2021 17:50,TA1309000008,13156,9658
56249EBD024F01E6,electric_bike,23/02/2021 16:44,23/02/2021 16:50,TA1309000008,13156,9658
BFE77F0BD82C4F4D,electric_bike,10/02/2021 17:44,10/02/2021 17:50,TA1309000008,13156,4050
A78A60313A802AB2,classic_bike,09/02/2021 18:49,09/02/2021 18:59,TA1309000008,13156,20927
21860CB63AF5A3D0,electric_bike,25/02/2021 09:43,25/02/2021 09:56,KA1504000135,13156,57343
A52A7E6F7BBEC624,classic_bike,27/02/2021 11:54,27/02/2021 12:19,KA1503000064,13156,56257
259B1D9422046832,classic_bike,25/02/2021 16:31,25/02/2021 16:43,TA1305000022,13156,65075
57951942BDC4782D,classic_bike,25/02/2021 07:25,25/02/2021 07:39,KA1504000079,KA1503000012,59893
A55FA303EFBA96AC,classic_bike,26/02/2021 09:12,26/02/2021 09:20,TA1308000036,TA1309000055,33456
35CC9EFDE0A31D6E,classic_bike,27/02/2021 13:55,27/02/2021 14:06,KA1503000022,KA1504000151,54895
924BAC209DDAAA34,classic_bike,27/02/2021 13:24,27/02/2021 13:39,TA1306000012,15530,44078
B05E2CA99767EB59,electric_bike,04/02/2021 12:34,04/02/2021 12:38,TA1306000012,15530,60387
9918F22533E2A8B0,classic_bike,25/02/2021 09:30,25/02/2021 09:34,KA1503000044,15530,55577
9AB118A6E255A7EB,classic_bike,12/02/2021 18:04,12/02/2021 18:13,13285,TA1307000159,74536
9018908CA88FCE22,classic_bike,27/02/2021 13:53,27/02/2021 14:06,13109,TA1309000021,4416
295552D9A7141083,classic_bike,25/02/2021 08:46,25/02/2021 08:50,TA1305000032,TA1305000025,67163
9BB002D1D980F793,classic_bike,28/02/2021 15:09,28/02/2021 15:12,15530,15530,50584
91D24DFE5737630A,classic_bike,02/02/2021 11:36,02/02/2021 11:50,13061,13156,50650
85A5FD6D673B50B3,classic_bike,09/02/2021 12:15,09/02/2021 12:26,TA1306000010,13156,60931
D7365F88CBE97AFF,classic_bike,03/02/2021 15:48,03/02/2021 15:57,13303,TA1305000025,46193
AFEF8955CC655882,classic_bike,03/02/2021 09:20,03/02/2021 09:31,TA1306000013,TA1305000025,21661
1A450B04A2EA74C3,classic_bike,22/02/2021 14:35,22/02/2021 14:58,13133,15530,44748
60B2EB910325DE0C,docked_bike,27/02/2021 16:13,27/02/2021 16:32,13146,15530,4411
2D5A5055572F29F9,classic_bike,03/02/2021 08:41,03/02/2021 08:47,623,KA1503000015,70621
79C101C4BBFB2782,classic_bike,01/02/2021 16:09,01/02/2021 16:15,623,KA1503000015,30630
3C9A9980F0D691C4,classic_bike,04/02/2021 06:48,04/02/2021 06:54,13206,KA1504000104,30152
BBC62E39EDB3F5FF,classic_bike,11/02/2021 13:08,11/02/2021 13:17,15578,KA1504000147,60329
87ECB2A96E6808B2,classic_bike,28/02/2021 19:16,28/02/2021 19:57,TA1305000032,TA1305000005,60236
A164800246059225,classic_bike,05/02/2021 11:50,05/02/2021 11:55,KA1503000034,TA1305000029,42130
35D9382A23E0ACE2,classic_bike,28/02/2021 16:48,28/02/2021 16:58,SL-005,TA1305000029,75122
6C4D77F52BF061A6,classic_bike,01/02/2021 23:10,01/02/2021 23:16,KA1503000059,TA1309000063,37427
D595CB0662B4A819,classic_bike,26/02/2021 16:05,26/02/2021 16:12,TA1305000011,TA1305000029,47502
E2BC31FABC70E4D0,classic_bike,25/02/2021 17:28,25/02/2021 18:10,KA1503000072,TA1309000063,73454
ADAF54B88350168E,classic_bike,04/02/2021 10:13,04/02/2021 10:19,TA1307000061,TA1305000029,18787
ED313B35173927BB,classic_bike,01/02/2021 11:22,01/02/2021 11:31,SL-011,TA1305000029,23550
54D7BB2CFD418632,electric_bike,23/02/2021 19:40,23/02/2021 19:54,TA1309000010,TA1305000029,26491
8CCD4F176577CE28,classic_bike,05/02/2021 23:15,05/02/2021 23:22,15534,TA1305000029,3986
A9B7EDB1720758D4,classic_bike,12/02/2021 18:24,12/02/2021 18:33,15534,TA1305000029,42679
F5FEFB1587E75036,classic_bike,26/02/2021 19:19,26/02/2021 19:28,15534,TA1305000029,36896
ADE82BA0E58F0BD7,classic_bike,26/02/2021 16:55,26/02/2021 17:14,TA1307000119,TA1307000119,2604
EF70EAAD2F809047,classic_bike,27/02/2021 11:32,27/02/2021 11:33,TA1305000029,TA1305000029,72696
FDFF97E894194BDB,classic_bike,22/02/2021 18:34,22/02/2021 18:55,TA1309000063,TA1309000063,48299
392D3DC04E0FC264,classic_bike,06/02/2021 18:08,06/02/2021 18:09,TA1305000029,TA1305000029,21678
276A91E1D0DDDC04,classic_bike,15/02/2021 05:52,15/02/2021 05:55,TA1305000029,TA1305000029,33450
B1BBC34772C04516,classic_bike,18/02/2021 06:40,18/02/2021 07:23,TA1309000063,TA1309000063,37269
EC26377914E79C89,classic_bike,21/02/2021 17:12,21/02/2021 17:47,TA1307000119,TA1307000119,29818
4F2906C9C69F6087,classic_bike,26/02/2021 13:09,26/02/2021 13:09,TA1309000063,TA1309000063,9442
745BCEC8943619DD,classic_bike,15/02/2021 06:33,15/02/2021 06:33,TA1309000063,TA1309000063,8483
8555029D85CDA86C,classic_bike,02/02/2021 11:20,02/02/2021 11:28,KA1504000133,TA1305000029,45293
5596269525750A1F,electric_bike,21/02/2021 18:50,21/02/2021 21:04,624,TA1305000029,39258
FFDE87BEB4B3CAA9,docked_bike,27/02/2021 17:28,27/02/2021 17:58,KA1503000029,TA1309000063,39292
8B38A53BE9F8CCEE,classic_bike,09/02/2021 18:48,09/02/2021 18:57,13323,TA1307000119,10030
49E8FCBE47EB8668,classic_bike,25/02/2021 15:46,25/02/2021 15:55,TA1305000032,TA1305000029,33404
D3856A02DAFE5A91,classic_bike,26/02/2021 10:46,26/02/2021 10:58,KA1504000149,15585,8694
02F93949A7C7516C,classic_bike,02/02/2021 15:02,02/02/2021 15:13,TA1309000004,TA1306000029,38355
CCFD5BABE6FB51FB,electric_bike,27/02/2021 00:53,27/02/2021 01:06,18058,644,10509
CF962CAA55CF383D,electric_bike,01/02/2021 19:15,01/02/2021 19:47,WL-008,644,7698
B5660A233909E283,electric_bike,13/02/2021 18:39,13/02/2021 18:54,WL-008,644,46031
C159841C857D28E2,classic_bike,02/02/2021 18:27,02/02/2021 18:52,13216,TA1309000037,29821
70E75F0B60CB337E,classic_bike,03/02/2021 20:20,03/02/2021 20:28,13221,KA1504000103,1112
123312E3CE52672E,classic_bike,24/02/2021 14:07,24/02/2021 14:11,523,520,72642
E77092DB8F91A894,classic_bike,27/02/2021 14:04,27/02/2021 14:45,TA1307000166,13300,2486
008266277FAD0901,classic_bike,08/02/2021 10:07,08/02/2021 10:22,623,TA1307000130,60121
4673BC7F332BDB47,classic_bike,02/02/2021 17:40,02/02/2021 18:16,TA1309000025,13132,72425
F103D1566B6FEB89,docked_bike,26/02/2021 21:07,26/02/2021 21:52,623,623,69097
512EA2E78778F0CB,classic_bike,12/02/2021 15:33,12/02/2021 15:53,523,525,2440
3ED701AA2F2AB376,classic_bike,09/02/2021 14:58,09/02/2021 15:27,523,525,26864
4B75C688196119BE,classic_bike,13/02/2021 17:53,13/02/2021 18:03,523,525,53438
8C56680CFB57C7A6,classic_bike,22/02/2021 15:34,22/02/2021 16:15,623,13022,57335
